"FUND_CODE","FUND_NAME","ITEM_TYPE","SOURCE_DESCRIPTION","CATEGORY","src.cat"
"3784","Tenny Scholarship","651250008235","MSU","Gift Aid","MSU_GiftAid"
"3781","Student Health/Wellness","651250008236","MSU","Gift Aid","MSU_GiftAid"
"3785","FRIB/Recruiting Award","651250008237","MSU","Gift Aid","MSU_GiftAid"
"3786","Cole,Jeffrey HC Enrichmt","651250008240","MSU","Gift Aid","MSU_GiftAid"
"3787","Simmons,Frank & Ernestin","651250008245","MSU","Gift Aid","MSU_GiftAid"
"3788","Yerrick Kenneth & Carole","651250008250","MSU","Gift Aid","MSU_GiftAid"
"3791","Ziegler Scholarship","651250008255","MSU","Gift Aid","MSU_GiftAid"
"3792","Portage Health Foundation","651250008256","MSU","Gift Aid","MSU_GiftAid"
"3793","Dr Shumaker Memorial","651250008257","MSU","Gift Aid","MSU_GiftAid"
"3794","West MI Med Student","651250008258","MSU","Gift Aid","MSU_GiftAid"
"3795","Family Medicine Smith","651250008260","MSU","Gift Aid","MSU_GiftAid"
"3795A","Family Medicine Discre","651250008261","MSU","Gift Aid","MSU_GiftAid"
"3796","Robert Carr memorial","651250008262","MSU","Gift Aid","MSU_GiftAid"
"3798","Zbasnik Scholarship","651250008265","MSU","Gift Aid","MSU_GiftAid"
"3797","COM Award","651250008266","MSU","Gift Aid","MSU_GiftAid"
"3798R","Zbasnik Scholarship","651250008270","MSU","Gift Aid","MSU_GiftAid"
"3799","Zara, Frank & Ruby Schl","651250008275","MSU","Gift Aid","MSU_GiftAid"
"3800","Tatter, Jordan Award","651250008280","MSU","Gift Aid","MSU_GiftAid"
"3803","MSUE Professional Devlmt","651250008285","MSU","Gift Aid","MSU_GiftAid"
"3804","Taylor-Koch Award","651250008290","MSU","Gift Aid","MSU_GiftAid"
"3806","Thornton, Emma Shore","651250008295","MSU","Gift Aid","MSU_GiftAid"
"3807","Gulliver, Robert S Award","651250008300","MSU","Gift Aid","MSU_GiftAid"
"3808","Smith Award","651250008305","MSU","Gift Aid","MSU_GiftAid"
"3815","Trojanowicz,Robert&Susan","651250008310","MSU","Gift Aid","MSU_GiftAid"
"3816","Teacher Preparation","651250008315","MSU","Gift Aid","MSU_GiftAid"
"3818","Maurer Spenser& Elearnor","651250008320","MSU","Gift Aid","MSU_GiftAid"
"3819","EES Undergrad Research","651250008321","MSU","Gift Aid","MSU_GiftAid"
"3822","Beckert Award","651250008330","MSU","Gift Aid","MSU_GiftAid"
"3820F","COL Supplemental Award","651250008332","MSU","Gift Aid","MSU_GiftAid"
"3825A","Prof Anderson Endowed","651250008335","MSU","Gift Aid","MSU_GiftAid"
"3824","Herman-Billman Enowed","651250008341","MSU","Gift Aid","MSU_GiftAid"
"3827","Integrative Biology","651250008342","MSU","Gift Aid","MSU_GiftAid"
"3830B","Chares & Joyce Taylor","651250008345","MSU","Gift Aid","MSU_GiftAid"
"3830E","Beeman, Harris Frank Sch","651250008350","MSU","Gift Aid","MSU_GiftAid"
"3832","Shelden Family Endowed","651250008355","MSU","Gift Aid","MSU_GiftAid"
"3833","Schmidt Fmly Metro Chcgo","651250008360","MSU","Gift Aid","MSU_GiftAid"
"3834","Travel Award","651250008366","MSU","Gift Aid","MSU_GiftAid"
"3836","Chndra & Phatik Mukherji","651250008370","MSU","Gift Aid","MSU_GiftAid"
"3838","Campbell, John Award","651250008375","MSU","Gift Aid","MSU_GiftAid"
"3841","CNS Bill Cote Award","651250008385","MSU","Gift Aid","MSU_GiftAid"
"3842","Grove Family Scholarship","651250008390","MSU","Gift Aid","MSU_GiftAid"
"3840","HFTP Award","651250008391","MSU","Gift Aid","MSU_GiftAid"
"3844","A & L Alumni Book Award","651250008395","MSU","Gift Aid","MSU_GiftAid"
"3847","Getz, David Award","651250008400","MSU","Gift Aid","MSU_GiftAid"
"3848","Rodeo Club Award","651250008405","MSU","Gift Aid","MSU_GiftAid"
"3849","Beall Ed Abroad Piano","651250008406","MSU","Gift Aid","MSU_GiftAid"
"3848A","Moilanen Memorial Schl","651250008410","MSU","Gift Aid","MSU_GiftAid"
"3852","Provost Gupta Values","651250008415","MSU","Gift Aid","MSU_GiftAid"
"3854B","Herman Billman Band Sch","651250008420","MSU","Gift Aid","MSU_GiftAid"
"3855","Patmos Scholarship","651250008425","MSU","Gift Aid","MSU_GiftAid"
"3856","MI Charter Boat Award","651250008430","MSU","Gift Aid","MSU_GiftAid"
"3857","Horter, Alice Award","651250008435","MSU","Gift Aid","MSU_GiftAid"
"3858","Burke, Florence Award","651250008440","MSU","Gift Aid","MSU_GiftAid"
"3859","Suomi, Arnold & Helen","651250008445","MSU","Gift Aid","MSU_GiftAid"
"3860","Kent Family Endowed","651250008450","MSU","Gift Aid","MSU_GiftAid"
"3861","Oliveri, Eugene & Elena","651250008455","MSU","Gift Aid","MSU_GiftAid"
"3862","Harvey, Roy Award","651250008460","MSU","Gift Aid","MSU_GiftAid"
"3863","Conrad Supplemental","651250008465","MSU","Gift Aid","MSU_GiftAid"
"3864","Akers Study Abroad Award","651250008470","MSU","Gift Aid","MSU_GiftAid"
"3867","Rautiola/DTN Communities","651250008475","MSU","Gift Aid","MSU_GiftAid"
"3869","HB Real Estate Investmnt","651250008480","MSU","Gift Aid","MSU_GiftAid"
"3870","MSU Federal Credit Union","651250008485","MSU","Gift Aid","MSU_GiftAid"
"3870B","MSUFCU Members Endowed","651250008490","MSU","Gift Aid","MSU_GiftAid"
"3871","Clark, Marty Endowed","651250008495","MSU","Gift Aid","MSU_GiftAid"
"3872","Harvey Dawson Scholarshp","651250008496","MSU","Gift Aid","MSU_GiftAid"
"3875","Otis, Marquis Fund","651250008500","MSU","Gift Aid","MSU_GiftAid"
"3876","Aldinger Award","651250008505","MSU","Gift Aid","MSU_GiftAid"
"3877","Swanson/Jackson Award","651250008510","MSU","Gift Aid","MSU_GiftAid"
"3874","Dan Kiesling Memorial","651250008511","MSU","Gift Aid","MSU_GiftAid"
"3880","Gladner Study in Israel","651250008515","MSU","Gift Aid","MSU_GiftAid"
"3878","Geography","651250008516","MSU","Gift Aid","MSU_GiftAid"
"3881","Samora, Julian Research","651250008520","MSU","Gift Aid","MSU_GiftAid"
"3885D","FAME Award","651250008525","MSU","Gift Aid","MSU_GiftAid"
"3886R","Randall/Peterson Soc Sci","651250008530","MSU","Gift Aid","MSU_GiftAid"
"3888","Pattullo, Ambrose Award","651250008535","MSU","Gift Aid","MSU_GiftAid"
"3887","JMC Luce Language Award","651250008536","MSU","Gift Aid","MSU_GiftAid"
"3889","Trese Award","651250008540","MSU","Gift Aid","MSU_GiftAid"
"3890","Wilczak, Peggy Endowmt","651250008545","MSU","Gift Aid","MSU_GiftAid"
"3892","Morgan, Pat & Kathleen","651250008550","MSU","Gift Aid","MSU_GiftAid"
"3893A","Education Dean - Bell","651250008555","MSU","Gift Aid","MSU_GiftAid"
"3893B","Educatin Dean Coneybeare","651250008560","MSU","Gift Aid","MSU_GiftAid"
"3893D","Education Dean Ottenhoff","651250008565","MSU","Gift Aid","MSU_GiftAid"
"3893E","Education Dean Carlson","651250008570","MSU","Gift Aid","MSU_GiftAid"
"3893F","Education Dean Vaughn","651250008575","MSU","Gift Aid","MSU_GiftAid"
"3894","McCann Memorial Endow","651250008580","MSU","Gift Aid","MSU_GiftAid"
"3896B","Bailey Scholars Award","651250008591","MSU","Gift Aid","MSU_GiftAid"
"3898","Gonzenbach Award","651250008595","MSU","Gift Aid","MSU_GiftAid"
"3897","Lasher Family Scholarship","651250008596","MSU","Gift Aid","MSU_GiftAid"
"3902","Crumpton, Charles Award","651250008600","MSU","Gift Aid","MSU_GiftAid"
"3903","Resh and Kim Endowed","651250008601","MSU","Gift Aid","MSU_GiftAid"
"3907","Retired Faculty Award","651250008605","MSU","Gift Aid","MSU_GiftAid"
"3906","Page Jean Robinson Award","651250008606","MSU","Gift Aid","MSU_GiftAid"
"3908","Carl/Jeffares Award","651250008610","MSU","Gift Aid","MSU_GiftAid"
"3909","Family of James Buchanan","651250008615","MSU","Gift Aid","MSU_GiftAid"
"3913","Smith, Kermit & Ruth","651250008620","MSU","Gift Aid","MSU_GiftAid"
"3914","MSUBA Charles Smith","651250008621","MSU","Gift Aid","MSU_GiftAid"
"3918","Applied Engineering Sci","651250008625","MSU","Gift Aid","MSU_GiftAid"
"3919","Brennan/Delvin Award","651250008630","MSU","Gift Aid","MSU_GiftAid"
"3921","Beals, Carol Nursing Sch","651250008635","MSU","Gift Aid","MSU_GiftAid"
"3926","Holmes, Marjorie Nursing","651250008640","MSU","Gift Aid","MSU_GiftAid"
"3928","Haenni Family Nat Sci","651250008645","MSU","Gift Aid","MSU_GiftAid"
"3929","Welch Carol Study Abroad","651250008650","MSU","Gift Aid","MSU_GiftAid"
"3931","Brodie Endowed","651250008655","MSU","Gift Aid","MSU_GiftAid"
"3932","Kapadia, Homi Endowed","651250008660","MSU","Gift Aid","MSU_GiftAid"
"3933","Gilmore Award","651250008665","MSU","Gift Aid","MSU_GiftAid"
"3935","MSU Horticulture Club","651250008670","MSU","Gift Aid","MSU_GiftAid"
"3935B","Plant Science Award","651250008671","MSU","Gift Aid","MSU_GiftAid"
"3935A","Arend, John Hort Award","651250008675","MSU","Gift Aid","MSU_GiftAid"
"3938","CHENOWETH DIETETIC AWARD","651250008680","MSU","Gift Aid","MSU_GiftAid"
"3938A","Food Science FNA","651250008681","MSU","Gift Aid","MSU_GiftAid"
"3937","Kevin McConnell Scholarsh","651250008682","MSU","Gift Aid","MSU_GiftAid"
"3939","DUGAN DOROTHY AWARD","651250008685","MSU","Gift Aid","MSU_GiftAid"
"3941","Liblong CAS Award","651250008690","MSU","Gift Aid","MSU_GiftAid"
"3941B","CAS Internship","651250008691","MSU","Gift Aid","MSU_GiftAid"
"3941A","Salwen & Okhee CAS","651250008695","MSU","Gift Aid","MSU_GiftAid"
"3941G","Smitter-Wright Internshp","651250008696","MSU","Gift Aid","MSU_GiftAid"
"3942","Kalamazoo MSU Alumni","651250008700","MSU","Gift Aid","MSU_GiftAid"
"3945","Fleming Michael Award","651250008705","MSU","Gift Aid","MSU_GiftAid"
"3946","Leone Leslie & Mary","651250008710","MSU","Gift Aid","MSU_GiftAid"
"3948","Wright Wilber & Ruth","651250008715","MSU","Gift Aid","MSU_GiftAid"
"3954","Pougnet & Green Scholshp","651250008725","MSU","Gift Aid","MSU_GiftAid"
"3956","Tanner David CVM Award","651250008735","MSU","Gift Aid","MSU_GiftAid"
"3959","Boston Spartan Endowed","651250008740","MSU","Gift Aid","MSU_GiftAid"
"4512","Spartan Achievement Award","651250008741","MSU","Gift Aid","MSU_GiftAid"
"4513","Spartan Achievement Award","651250008742","MSU","Gift Aid","MSU_GiftAid"
"3960","Wagner Patricia & Jerry","651250008745","MSU","Gift Aid","MSU_GiftAid"
"3961","Webb Charles & Philippa","651250008750","MSU","Gift Aid","MSU_GiftAid"
"3962","Pietka Phyllis in Sp Ed","651250008755","MSU","Gift Aid","MSU_GiftAid"
"3963","Reeves Larry & Patria","651250008760","MSU","Gift Aid","MSU_GiftAid"
"3964","Carscallen Sch in Tchred","651250008765","MSU","Gift Aid","MSU_GiftAid"
"3973","Wallach Jack & Ingrid","651250008770","MSU","Gift Aid","MSU_GiftAid"
"3975B","Walter & Janice O'Dell","651250008775","MSU","Gift Aid","MSU_GiftAid"
"3975S","Horticulture - Manthey","651250008780","MSU","Gift Aid","MSU_GiftAid"
"3975T","Horticulture-Foster","651250008785","MSU","Gift Aid","MSU_GiftAid"
"3975U","Horticulture-Johnson","651250008790","MSU","Gift Aid","MSU_GiftAid"
"2135","Passport Fee Grant","651250008791","MSU","Gift Aid","MSU_GiftAid"
"2135A","Walters Family Endowed","651250008792","MSU","Gift Aid","MSU_GiftAid"
"2135B","Broad College Award","651250008793","MSU","Gift Aid","MSU_GiftAid"
"3983","Holder, Julie & John Awd","651250008800","MSU","Gift Aid","MSU_GiftAid"
"3984","Youatt William Award","651250008805","MSU","Gift Aid","MSU_GiftAid"
"3986","Mayberry, Todd Award","651250008810","MSU","Gift Aid","MSU_GiftAid"
"3985","Waltz Malinda Award","651250008811","MSU","Gift Aid","MSU_GiftAid"
"3992","Augenstein Richard Award","651250008815","MSU","Gift Aid","MSU_GiftAid"
"3995","Actuarial Science Award","651250008820","MSU","Gift Aid","MSU_GiftAid"
"3996","Stein, Stan Scholarship","651250008825","MSU","Gift Aid","MSU_GiftAid"
"3997D","MI Dairy Memorial","651250008830","MSU","Gift Aid","MSU_GiftAid"
"3997E","Bellows MI Dairy Memorl","651250008835","MSU","Gift Aid","MSU_GiftAid"
"3997G","Animal Science Patenge","651250008840","MSU","Gift Aid","MSU_GiftAid"
"3997J","Animal Science Beal","651250008845","MSU","Gift Aid","MSU_GiftAid"
"RISE2","MSU Rise Scholarship","651250008850","MSU","Gift Aid","MSU_GiftAid"
"1138","Bertolin,Eva Scholarship","651250008855","MSU","Gift Aid","MSU_GiftAid"
"201H","Hughes Herman SSC","651250008865","MSU","Gift Aid","MSU_GiftAid"
"205L","Shimp/Szczepkowski SSC","651250008870","MSU","Gift Aid","MSU_GiftAid"
"205T","Eric Snow SSC","651250008875","MSU","Gift Aid","MSU_GiftAid"
"2084","Beaumont, John W. Schlr","651250008880","MSU","Gift Aid","MSU_GiftAid"
"2096","Zynda Scholarship","651250008885","MSU","Gift Aid","MSU_GiftAid"
"2098","Charles Burkholder Sch","651250008890","MSU","Gift Aid","MSU_GiftAid"
"2099","Class of 1915","651250008891","MSU","Gift Aid","MSU_GiftAid"
"2123K","Luccock Endowment","651250008895","MSU","Gift Aid","MSU_GiftAid"
"2123S","Running Start","651250008900","MSU","Gift Aid","MSU_GiftAid"
"2123W","Welton-Woodwind Award","651250008905","MSU","Gift Aid","MSU_GiftAid"
"2123X","Bagby Music Scholarship","651250008906","MSU","Gift Aid","MSU_GiftAid"
"2134","Forest Akers Trust Endow","651250008910","MSU","Gift Aid","MSU_GiftAid"
"2150","MSU Alumni Muskegon","651250008915","MSU","Gift Aid","MSU_GiftAid"
"2155","Anthropology - Goldstein","651250008920","MSU","Gift Aid","MSU_GiftAid"
"2155A","Anthropology - Lovis","651250008925","MSU","Gift Aid","MSU_GiftAid"
"2182N","CVM Spatz Family","651250008930","MSU","Gift Aid","MSU_GiftAid"
"2192A","CHM Alumni Outstanding","651250008935","MSU","Gift Aid","MSU_GiftAid"
"2192F","Dr Orr and Mr Thomas Fam","651250008936","MSU","Gift Aid","MSU_GiftAid"
"2221K","Arts&Letters - Finifter","651250008940","MSU","Gift Aid","MSU_GiftAid"
"2221M","Arts and Letters Award","651250008941","MSU","Gift Aid","MSU_GiftAid"
"2226","Chesaning FFA","651250008945","MSU","Gift Aid","MSU_GiftAid"
"2282","McKim Memorial Scholrsp","651250008946","MSU","Gift Aid","MSU_GiftAid"
"2227Y","Comm Sustain Bartholic","651250008950","MSU","Gift Aid","MSU_GiftAid"
"2232","Gerstacker, Rollin Endwd","651250008955","MSU","Gift Aid","MSU_GiftAid"
"2247U","CHM Senior Scholarship","651250008960","MSU","Gift Aid","MSU_GiftAid"
"2269F","Financial Mrkts Inst Sch","651250008965","MSU","Gift Aid","MSU_GiftAid"
"2280","Diversity in Agriculture","651250008970","MSU","Gift Aid","MSU_GiftAid"
"2324E","Soc Sci Women Leadership","651250008975","MSU","Gift Aid","MSU_GiftAid"
"2364","Ann Graham Public Ed","651250008980","MSU","Gift Aid","MSU_GiftAid"
"2366","Loewenberg Ball Endowed","651250008985","MSU","Gift Aid","MSU_GiftAid"
"2369","Darlene Hatch Memorial","651250008990","MSU","Gift Aid","MSU_GiftAid"
"3763","Resh & Dhablania-Kim","651250008991","MSU","Gift Aid","MSU_GiftAid"
"2379","Longo/Billman Music Awrd","651250008995","MSU","Gift Aid","MSU_GiftAid"
"2392D","Social Science Gordon","651250009000","MSU","Gift Aid","MSU_GiftAid"
"2395","Wayne County Spartans","651250009005","MSU","Gift Aid","MSU_GiftAid"
"2402G","Mynsberge-Biosystm/Ag En","651250009010","MSU","Gift Aid","MSU_GiftAid"
"2434","For-Mar Farm Management","651250009015","MSU","Gift Aid","MSU_GiftAid"
"2473","Gross,Bob Memorial Award","651250009025","MSU","Gift Aid","MSU_GiftAid"
"2536","Greenleaf George & Agnes","651250009035","MSU","Gift Aid","MSU_GiftAid"
"2563A","Hinman Endowed Sch","651250009050","MSU","Gift Aid","MSU_GiftAid"
"2663","Land Grant Legacy Award","651250009055","MSU","Gift Aid","MSU_GiftAid"
"2671A","MBB Manager Stipends","651250009060","MSU","Gift Aid","MSU_GiftAid"
"2671B","MBB Manager Stipends","651250009065","MSU","Gift Aid","MSU_GiftAid"
"2671E","MIH Manager Stipends","651250009066","MSU","Gift Aid","MSU_GiftAid"
"2788","Music-Vocal Arts Award","651250009080","MSU","Gift Aid","MSU_GiftAid"
"2796","Sims, Lawrence & Linda","651250009090","MSU","Gift Aid","MSU_GiftAid"
"2853","JMC Tanton/Geib","651250009095","MSU","Gift Aid","MSU_GiftAid"
"2852","Women in Entrepreneurship","651250009096","MSU","Gift Aid","MSU_GiftAid"
"2873B","Gregorian Orchestra Sch","651250009100","MSU","Gift Aid","MSU_GiftAid"
"2882","Markle, William Schlrshp","651250009105","MSU","Gift Aid","MSU_GiftAid"
"2934O","Shirley Rodgers MSUBA Endowed","651250009115","MSU","Gift Aid","MSU_GiftAid"
"2980I","Journalism Carson","651250009120","MSU","Gift Aid","MSU_GiftAid"
"3013R","VULCAN","651250009126","MSU","Gift Aid","MSU_GiftAid"
"3010","CVM Class of 1957","651250009127","MSU","Gift Aid","MSU_GiftAid"
"3013W","CVM Winn","651250009128","MSU","Gift Aid","MSU_GiftAid"
"3013X","Vet Medicine - Dewey","651250009130","MSU","Gift Aid","MSU_GiftAid"
"3017P","Sergeant Graham Award","651250009135","MSU","Gift Aid","MSU_GiftAid"
"3033H","Biomedical Outstand SR","651250009140","MSU","Gift Aid","MSU_GiftAid"
"3036D","Geegan Legacy Award","651250009145","MSU","Gift Aid","MSU_GiftAid"
"3048","Leinweber Software Schol","651250009150","MSU","Gift Aid","MSU_GiftAid"
"3130","Clark Family Scholarship","651250009156","MSU","Gift Aid","MSU_GiftAid"
"3131A","Wright Family Scholarship","651250009157","MSU","Gift Aid","MSU_GiftAid"
"3132","Pendell Endowed Award","651250009160","MSU","Gift Aid","MSU_GiftAid"
"3135J","PCKG Tavill","651250009165","MSU","Gift Aid","MSU_GiftAid"
"3135K","PCKG Candell Family","651250009170","MSU","Gift Aid","MSU_GiftAid"
"3135M","PCKG Layfield Lewis","651250009175","MSU","Gift Aid","MSU_GiftAid"
"3135T","PCKG Toton","651250009180","MSU","Gift Aid","MSU_GiftAid"
"3161B","HJ HEINZ PACKAGE AWARD","651250009190","MSU","Gift Aid","MSU_GiftAid"
"3162","Peoples Fellowship","651250009195","MSU","Gift Aid","MSU_GiftAid"
"3164","DEI Research","651250009196","MSU","Gift Aid","MSU_GiftAid"
"3157","Walter Mill Scholarship","651250009197","MSU","Gift Aid","MSU_GiftAid"
"3203","Kenney,Jeremiah/Elizabet","651250009200","MSU","Gift Aid","MSU_GiftAid"
"3209","RESPECT Scholarship Fund","651250009205","MSU","Gift Aid","MSU_GiftAid"
"3216","Gravino, Kathleen","651250009210","MSU","Gift Aid","MSU_GiftAid"
"3215","Cowden, Dr Thomas","651250009211","MSU","Gift Aid","MSU_GiftAid"
"3213","Barbara Sawyer-Koch","651250009212","MSU","Gift Aid","MSU_GiftAid"
"3217","Neubecker Engineering","651250009215","MSU","Gift Aid","MSU_GiftAid"
"3218","Hutsko, Greg","651250009220","MSU","Gift Aid","MSU_GiftAid"
"3221","Gavrila, Geoff & Irene","651250009225","MSU","Gift Aid","MSU_GiftAid"
"3237","LA Innovation Fund","651250009230","MSU","Gift Aid","MSU_GiftAid"
"3236","Global Urban Studies","651250009231","MSU","Gift Aid","MSU_GiftAid"
"3265","Betty & Jack Barnes Award","651250009241","MSU","Gift Aid","MSU_GiftAid"
"3266R","Golden Opportunity Award","651250009245","MSU","Gift Aid","MSU_GiftAid"
"3279","Pattullo Ambrose Award","651250009250","MSU","Gift Aid","MSU_GiftAid"
"3291A","Marilyn Twitchell VMS","651250009255","MSU","Gift Aid","MSU_GiftAid"
"3347G","HRLR - Butler/Heyward","651250009270","MSU","Gift Aid","MSU_GiftAid"
"3352","Schlacht Carl & Doris","651250009275","MSU","Gift Aid","MSU_GiftAid"
"3354","Sellers, Richard Schlrsh","651250009280","MSU","Gift Aid","MSU_GiftAid"
"3420","Ai Ki Shin HC Scholarshp","651250009285","MSU","Gift Aid","MSU_GiftAid"
"3422","RCPD Pysarchik Internshp","651250009290","MSU","Gift Aid","MSU_GiftAid"
"3423","Engineering Dillon","651250009291","MSU","Gift Aid","MSU_GiftAid"
"3429","Office of China Programs","651250009296","MSU","Gift Aid","MSU_GiftAid"
"3430","Stanaway Nordlund Award","651250009300","MSU","Gift Aid","MSU_GiftAid"
"3463","Glass Scholarship","651250009310","MSU","Gift Aid","MSU_GiftAid"
"3488G","Soc Sci - Schultz Award","651250009315","MSU","Gift Aid","MSU_GiftAid"
"3490S","Plan, Design Schwabauer","651250009325","MSU","Gift Aid","MSU_GiftAid"
"3490T","Plan,Design Crandell","651250009326","MSU","Gift Aid","MSU_GiftAid"
"3514","Uhl, William F Schlrshp","651250009330","MSU","Gift Aid","MSU_GiftAid"
"3519M","Animal Sci Trimner Dairy","651250009335","MSU","Gift Aid","MSU_GiftAid"
"3547","Broad - Herrington Award","651250009340","MSU","Gift Aid","MSU_GiftAid"
"3539","Soc Sci Study Abroad","651250009341","MSU","Gift Aid","MSU_GiftAid"
"3540","Lipscomb-Dean Family","651250009342","MSU","Gift Aid","MSU_GiftAid"
"3574","Wilson Howard & Francela","651250009345","MSU","Gift Aid","MSU_GiftAid"
"3575","Tomlanovich Award","651250009346","MSU","Gift Aid","MSU_GiftAid"
"3613","Oxender Vet Med Sch","651250009350","MSU","Gift Aid","MSU_GiftAid"
"3614","JMC Dolley Madison","651250009351","MSU","Gift Aid","MSU_GiftAid"
"3613A","Dr Rother Vet Med Sch","651250009355","MSU","Gift Aid","MSU_GiftAid"
"3613B","Lucas Vet Med Sch","651250009360","MSU","Gift Aid","MSU_GiftAid"
"3613D","Nyberg Vet Med Sch","651250009365","MSU","Gift Aid","MSU_GiftAid"
"3613E","Neiner Vet Med Sch","651250009370","MSU","Gift Aid","MSU_GiftAid"
"3641","Max and Beverley Award","651250009375","MSU","Gift Aid","MSU_GiftAid"
"3641A","Wood, Martha Award","651250009380","MSU","Gift Aid","MSU_GiftAid"
"3641B","Sonja Castle Fifth Year","651250009385","MSU","Gift Aid","MSU_GiftAid"
"3685B","Lyman Briggs - Matson","651250009390","MSU","Gift Aid","MSU_GiftAid"
"3700","Packaging Award","651250009394","MSU","Gift Aid","MSU_GiftAid"
"3701","XCM@MSU Collaborative","651250009396","MSU","Gift Aid","MSU_GiftAid"
"3696","Fisheries Fenske","651250009397","MSU","Gift Aid","MSU_GiftAid"
"3697","IGH AFCM Program","651250009398","MSU","Gift Aid","MSU_GiftAid"
"3699","Social Science","651250009399","MSU","Gift Aid","MSU_GiftAid"
"3768","Hodjat Bobit The Angel","651250009400","MSU","Gift Aid","MSU_GiftAid"
"3778A","Moore-Billman BMB","651250009410","MSU","Gift Aid","MSU_GiftAid"
"3886S","Tuck and Tate Award","651250009420","MSU","Gift Aid","MSU_GiftAid"
"3941D","O'Connor, Brian","651250009430","MSU","Gift Aid","MSU_GiftAid"
"3941H","LaMonte Field Experience","651250009431","MSU","Gift Aid","MSU_GiftAid"
"3941E","Epke Family Scholarship","651250009435","MSU","Gift Aid","MSU_GiftAid"
"3941F","Genthner Internship","651250009436","MSU","Gift Aid","MSU_GiftAid"
"3992A","Augenstein Advertising","651250009440","MSU","Gift Aid","MSU_GiftAid"
"ITG","International Tuition Grant","651255000005","MSU","Gift Aid","MSU_GiftAid"
"M_ITG","International Tuition Grant","651255000010","MSU","Gift Aid","MSU_GiftAid"
"1001","Nat'l Merit Supplement","651255000045","MSU","Gift Aid","MSU_GiftAid"
"1002H","Merit Recognition Rm/Brd","651255000050","MSU","Gift Aid","MSU_GiftAid"
"2269K","Finance Faculty Merit","651255000051","MSU","Gift Aid","MSU_GiftAid"
"1002L","Merit Recognition Stipnd","651255000055","MSU","Gift Aid","MSU_GiftAid"
"2269M","Finance Faculty Ed Abrd","651255000056","MSU","Gift Aid","MSU_GiftAid"
"1003","Global Neighbors Scholarship","651255000060","MSU","Gift Aid","MSU_GiftAid"
"M_1003","Global Neighbors Scholarship","651255000061","MSU","Gift Aid","MSU_GiftAid"
"1004L","MSU 4H Scholarship","651255000065","MSU","Gift Aid","MSU_GiftAid"
"1005","Global Ambassadors Grant","651255000070","MSU","Gift Aid","MSU_GiftAid"
"M_1005","Global Ambassadors Grant","651255000071","MSU","Gift Aid","MSU_GiftAid"
"1008","Global Spartan","651255000075","MSU","Gift Aid","MSU_GiftAid"
"M_1008","Global Spartan","651255000076","MSU","Gift Aid","MSU_GiftAid"
"1009","International Spartan Grant","651255000080","MSU","Gift Aid","MSU_GiftAid"
"M_1009","International Spartan Grant","651255000081","MSU","Gift Aid","MSU_GiftAid"
"1009A","Int'l Fellowship Grant","651255000085","MSU","Gift Aid","MSU_GiftAid"
"1010","National Spartan Grant","651255000100","MSU","Gift Aid","MSU_GiftAid"
"1011","National Spartan Grant","651255000105","MSU","Gift Aid","MSU_GiftAid"
"1012","Comm College Scholarship","651255000110","MSU","Gift Aid","MSU_GiftAid"
"1013","Women of Tomorrow","651255000115","MSU","Gift Aid","MSU_GiftAid"
"3828","Lanphear Joyce Award","651255000116","MSU","Gift Aid","MSU_GiftAid"
"1014R","Red Cedar Scholarship","651255000120","MSU","Gift Aid","MSU_GiftAid"
"M_1014R","Red Cedar Scholarship","651255000121","MSU","Gift Aid","MSU_GiftAid"
"1015L","MSU Creative Arts","651255000125","MSU","Gift Aid","MSU_GiftAid"
"1015R","MSU Creative Arts","651255000130","MSU","Gift Aid","MSU_GiftAid"
"1017","MSU Music Scholarship","651255000135","MSU","Gift Aid","MSU_GiftAid"
"1017G","Jazz Studies Award","651255000140","MSU","Gift Aid","MSU_GiftAid"
"1017H","Brough Marching Band","651255000145","MSU","Gift Aid","MSU_GiftAid"
"1017M","ABEL Schol in Jazz","651255000150","MSU","Gift Aid","MSU_GiftAid"
"1017N","Troy Wiegand Drum Sch","651255000155","MSU","Gift Aid","MSU_GiftAid"
"1017O","Lodge Sprtn Drumline","651255000160","MSU","Gift Aid","MSU_GiftAid"
"1019","Distinguished Debate Awd","651255000165","MSU","Gift Aid","MSU_GiftAid"
"1024","Metro Detroit Youth Day","651255000170","MSU","Gift Aid","MSU_GiftAid"
"1025B","Benzie County Endwed","651255000180","MSU","Gift Aid","MSU_GiftAid"
"1030","Midnight Golf Program","651255000185","MSU","Gift Aid","MSU_GiftAid"
"1037","Helferich Utica School","651255000190","MSU","Gift Aid","MSU_GiftAid"
"1050","MSU Non-Resident Scholarship","651255000195","MSU","Gift Aid","MSU_GiftAid"
"M_1050","MSU Non-Resident Scholarship","651255000196","MSU","Gift Aid","MSU_GiftAid"
"1051","Ohio Spartan Grant","651255000200","MSU","Gift Aid","MSU_GiftAid"
"M_1051","Ohio Spartan Grant","651255000201","MSU","Gift Aid","MSU_GiftAid"
"1053","Pennsylvania Spartan Grant","651255000205","MSU","Gift Aid","MSU_GiftAid"
"M_1053","Pennsylvania Spartan Grant","651255000206","MSU","Gift Aid","MSU_GiftAid"
"1057","California Spartan Select","651255000215","MSU","Gift Aid","MSU_GiftAid"
"M_1057","California Spartan Select","651255000216","MSU","Gift Aid","MSU_GiftAid"
